transAmount,transCurrency,transDescription,transChannel,cardType,cardNetwork,cardExpDate,cardCompany,city,zipCode,latitude,longitude,deviceType,posPostalCodeType,country,state,posDetails.geoStreet1,posDetails.geoCity,posDetails.geoState,posDetails.geoCountry,posDetails.geoPostalCodeType,posDetails.lat,posDetails.lon,fraud_flag,mobileDetails.deviceName,mobileDetails.deviceOS,mobileDetails.deviceNetwork,mobileDetails.appName,mobileDetails.userLat,mobileDetails.userLong,mobileDetails.deviceIP,webDetails.deviceMacAddr,webDetails.deviceIP,webDetails.browser,webDetails.deviceOS,webDetails.hostURL,customer.customerType,customer.customerAvgSpending,customer.customerRiskScore,customer.custGender,customer.custMaritalStatus,customer.custIncomeLevel,customer.custStreet1,customer.custStreet2,customer.custCity,customer.custState,customer.custCountry,customer.custPostalCode,customer.lat,customer.lon,paymentCard.cardType,paymentCard.cardExpDate,paymentCard.cardNetwork,paymentCard.cardCompany,paymentCard.cardCompanyCountry,paymentCard.cardLimit,paymentCard.cardBalance,storePOS.storeName,storePOS.storeRiskScore,storePOS.storeType,dollar_amount
130,dollar,Voluptate voluptatem,POS,prepaid,visa,2020-04-18,"Simonis, Simonis and Simonis",Whitefish,59937,48.40399933,-114.3508606,POS,Bank,US,MT,Burnice Course,Whitefish,MT,US,Bank,48.404000000000003,-114.35086,0,NA,NA,NA,NA,NA,NA,NA,bc:d7:b4:99:12:53,47.52.0.242,opera,Solaris,www.vita-wolf.io,partner,7117.610658,0.067558497,Female,Unmarried,Low,Branson Fall,2,Westfall,OR,US,97920,43.992245,-117.687675,prepaid,22-May,visa,Walker and Sons,US,588784.9493,84583.76945,NA,0.088001348336,NA,130
539,dollar,Ex odio aut fuga eli,MOBILE,prepaid,americanexpress,2020-02-20,Mills and Sons,Carolina,988,18.40200043,-65.97820282,firefox,NoPOS,US,PR,NA,NA,NA,NA,NA,NA,NA,0,Hassie,ios,airtel,Zamit,89.517677000000006,117.56789999999999,47.52.0.242,NA,NA,NA,NA,NA,regular,6040.995022,0.4578305,Female,Married,Low,Lisette Ports,80,WhiteMills,KY,US,42788,37.543766,-86.03952,prepaid,19-Nov,americanexpress,Larkin Group,US,436690.1071,10359.58001,NA,0.088001348336,NA,539
2711.427071,pound,Et quisquam eos perf,POS,prepaid,mastercard,2020-02-20,Hauck-Hauck,Reno,89508,39.52963257,-119.8138046,POS,Other,US,NV,Lowe Ferry,Reno,NV,US,Other,39.529632999999997,-119.813805,0,Nelle,android,airtel,Viva,25.439330999999999,65.590348000000006,47.52.0.242,NA,NA,NA,NA,NA,business,6549.566403,0.395297109,Female,Married,Low,Legros Throughway,861,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,20-Mar,mastercard,Fritsch-Fritsch,US,737600.6345,95529.9542,NA,0.088001348336,NA,3568.238026
3450.965425,rupee,Delectus quo volupta,MOBILE,prepaid,visa,2020-06-18,Rutherford Group,Atlanta,39901,33.8871994,-84.28970337,windows,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,3392.390446,0.459870712,Male,Married,Very High,Margarete Route,56,NewYork,NY,US,10075,40.714268,-74.005974,debit,21-Jan,visa,Carroll-Carroll,US,280351.1054,22868.1798,Oberbrunner-Oberbrunner,0.446254705,Adam,53.04133859
3640.638371,dollar,Quia voluptas ea est,MOBILE,credit,visa,2020-01-20,"Frami, Frami and Frami",Norton,5907,44.98878098,-71.78843689,ios,NoPOS,US,VT,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,6658.768659,0.05023257,Male,Married,Low,Juana Street,893,PostFalls,ID,US,83877,47.718056,-116.950554,credit,22-Aug,americanexpress,Daniel and Sons,US,151800.7076,95162.11175,"Boyer, Boyer and Boyer",0.526487613,Adrain,3640.638371
2172.730077,rupee,Alias rerum eum dele,WEB,debit,visa,2020-11-20,"Sporer, Sporer and Sporer",Norton,5907,44.98878098,-71.78843689,chrome,NoPOS,US,VT,NA,NA,NA,NA,NA,NA,NA,0,Mike,firefox,vodaphone,Stronghold,12.922113,-1.8229858999999999,107.154.105.1,NA,NA,NA,NA,NA,priority,7952.630439,0.386899894,Female,Unmarried,Low,Gage Forks,937,Wilder,TN,US,38589,36.230526,-85.074715,debit,20-Sep,mastercard,Little-Little,US,986409.7384,2182.553506,NA,0.088001348336,NA,33.39486128
2997.07382,rupee,Quisquam est dolorib,WEB,debit,visa,2020-05-19,"Schmitt, Schmitt and Schmitt",York,36925,32.47276688,-88.26830292,ub,NoPOS,US,AL,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,e3:6a:3d:66:82:c7,157.240.0.36,ie,Linux,www.delaney-lynch.co,priority,4410.345778,0.345551589,Female,Married,Low,Carley Canyon,332,Stamford,CT,US,6928,41.0389,-73.5593,debit,17-Nov,visa,Bogan-Bogan,US,438797.7041,13071.01286,NA,0.088001348336,NA,46.06502462
313,pound,Totam eos laudantium,POS,debit,visa,2020-04-18,"Buckridge, Buckridge and Buckridge",Sacramento,95811,38.58157349,-121.4944,POS,Other,US,CA,Boyle Causeway,Sacramento,CA,US,Other,38.581572999999999,-121.4944,0,NA,NA,NA,NA,NA,NA,NA,70:93:9e:d8:c8:90,40.118.240.200,ie,Windows,www.skye-klocko.org,business,7862.513653,0.493555156,Female,Unmarried,Low,Maegan Mews,450,Marana,AZ,US,85658,32.436737,-111.22538,prepaid,20-Jan,mastercard,Langworth-Langworth,US,493635.9065,67422.43502,NA,0.088001348336,NA,411.908
3188.021419,yen,Itaque in odit accus,POS,debit,visa,2020-05-18,Bergstrom-Bergstrom,NewYork,10075,40.71426773,-74.00597382,POS,Other,US,NY,Dickens Trafficway,NewYork,NY,US,Other,40.714267999999997,-74.005973999999995,0,NA,NA,NA,NA,NA,NA,NA,2b:1f:7e:f5:9d:3e,47.52.0.242,chrome,Solaris,www.emelia-greenholt.io,business,6498.8975,0.364475812,Male,Other,Low,Justyn View,960,NewBrunswick,NJ,US,8989,40.4502,-74.4804,debit,22-Mar,americanexpress,Marvin-Marvin,US,898656.4767,12625.39396,NA,0.088001348336,NA,28.00676817
82,dollar,Quod rerum rerum ea.,MOBILE,prepaid,mastercard,2020-07-18,Blick and Sons,Providence,2940,41.82379913,-71.41329956,android,NoPOS,US,RI,NA,NA,NA,NA,NA,NA,NA,0,Zella,windows,airtel,Bigtax,-0.15522063,-110.23462000000001,8.8.8.8,NA,NA,NA,NA,NA,business,4504.932293,0.414102343,Male,Unmarried,High,Stracke Fields,163,Andover,MA,US,5544,42.6464,-71.1657,prepaid,22-Feb,americanexpress,Boehm and Sons,US,146417.7958,66918.20617,NA,0.088001348336,NA,82
2077.398396,yen,Distinctio blanditii,MOBILE,prepaid,mastercard,2020-07-20,Brakus-Brakus,Wilder,38589,36.23052597,-85.07471466,ubuntu,NoPOS,US,TN,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,5360.514332,0.063049974,Male,Other,High,Robel Villages,227,SaintGeorge,UT,US,84791,37.0892,-113.5564,credit,22-Jul,americanexpress,Gusikowski-Gusikowski,US,568340.5678,64080.41849,"Hansen, Hansen and Hansen",0.01669579,Alberto,18.24994491
3895.07954,dollar,Inventore ipsa eos a,POS,debit,americanexpress,2020-10-18,"Sawayn, Sawayn and Sawayn",PostFalls,83877,47.71805573,-116.9505539,POS,Supermarket,US,ID,Diana Forges,PostFalls,ID,US,Supermarket,47.718055999999997,-116.950554,0,NA,NA,NA,NA,NA,NA,NA,4c:d9:4e:0b:d8:2b,157.240.0.36,chrome,Windows,www.danielle-daugherty.org,partner,7929.260467,0.437091672,Male,Married,Low,VonRueden Meadows,441,Trementina,NM,US,88439,35.584946,-104.61634,debit,18-May,visa,Bergstrom-Bergstrom,US,580270.2184,20134.147,NA,0.088001348336,NA,3895.07954
356,yen,Aut id magni commodi,POS,debit,visa,2020-04-20,Walsh LLC,Fishers,46085,39.95559311,-86.01387024,POS,Supermarket,US,IN,Royal Place,Fishers,IN,US,Supermarket,39.955593,-86.013869999999997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,4360.080868,0.386633385,Female,Married,High,Lynch Forest,774,BattleCreek,MI,US,49037,42.32115,-85.17971,prepaid,18-Jul,americanexpress,Legros LLC,US,531371.963,38211.36296,Rath-Rath,0.160883252,Abby,3.12746
1509.566314,rupee,Qui aut id. Expedita,POS,debit,visa,2020-04-20,Walsh LLC,Whitefish,59937,48.40399933,-114.3508606,POS,Bank,US,MT,Schinner Springs,Whitefish,MT,US,Bank,48.404000000000003,-114.35086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,3336.491928,0.30659942,Male,Unmarried,Very High,McGlynn Port,774,Carolina,PR,US,988,18.402,-65.9782,debit,18-Oct,americanexpress,"Sawayn, Sawayn and Sawayn",US,778061.0664,21666.30074,"Gutkowski, Gutkowski and Gutko",0.481515465,Berry,23.20203425
491,yen,"Omnis tempore nulla ",WEB,credit,americanexpress,2020-11-20,"Bednar, Bednar and Bednar",WestFarmington,4992,44.66277695,-70.15583038,opera,NoPOS,US,ME,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,4395.209116,0.314554127,Female,Married,Low,Kunde Valleys,797,Spotsylvania,VA,US,22551,38.200966,-77.58916,prepaid,22-May,mastercard,"Hermiston, Hermiston and Hermiston",US,294571.8158,66966.20475,Steuber-Steuber,0.026654067,Mike,4.313435
3509.562,rupee,Dolorem neque dolori,MOBILE,prepaid,mastercard,2020-04-19,Crist Inc,Davenport,52809,41.52099991,-90.58650208,symbian,NoPOS,US,IA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,5704.787312,0.549314819,Female,Unmarried,Low,Rylee Ridges,52,Andover,MA,US,5544,42.6464,-71.1657,credit,22-Jan,visa,Barton Group,US,411816.0802,32487.54559,Heller-Heller,0.128735245,Germaine,53.94196794
1077.11966,pound,"Excepturi dolor non ",WEB,debit,mastercard,2020-12-20,Jenkins-Jenkins,Alta,83414,43.75388718,-111.0361099,ie,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,Klein Group,0.240329584,Jaquan,1417.489472
1161.526057,dollar,Quo deleniti sapient,MOBILE,prepaid,mastercard,2020-09-20,Swaniawski Group,Edmond,73025,35.65283203,-97.47809601,ios,NoPOS,US,OK,NA,NA,NA,NA,NA,NA,NA,0,Jaylan,ubuntu,vodaphone,Namfix,-30.458119,117.48488,73.2.52.46,NA,NA,NA,NA,NA,partner,3392.74969,0.529389335,Male,Other,High,Zieme Walks,860,Norton,VT,US,5907,44.98878,-71.78844,credit,20-Jan,visa,"Frami, Frami and Frami",US,751934.2058,90193.85018,NA,0.088001348336,NA,1161.526057
2961.863888,pound,"Aut labore ut eaque ",POS,debit,visa,2020-10-18,Rice Group,Winslow,72959,35.83120728,-94.11865997,POS,Supermarket,US,AR,Steuber Hills,Winslow,AR,US,Supermarket,35.831206999999999,-94.118660000000006,0,NA,NA,NA,NA,NA,NA,NA,71:57:6a:f1:0e:23,40.118.240.200,opera,Linux,www.lois-carroll.io,business,3392.390446,0.459870712,Male,Married,Very High,Margarete Route,56,NewYork,NY,US,10075,40.714268,-74.005974,debit,21-Jan,visa,Carroll-Carroll,US,280351.1054,22868.1798,NA,0.088001348336,NA,3897.812876
37,dollar,Natus impedit ut dig,WEB,credit,mastercard,2020-09-22,"Aufderhar, Aufderhar and Aufderhar",Alta,83414,43.75388718,-111.0361099,opera,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3c:d0:fa:50:97:6e,64.145.76.239,opera,MacOS,www.gilberto-murray.info,business,4970.430728,0.385178943,Female,Married,High,Elise Cliff,562,BattleCreek,MI,US,49037,42.32115,-85.17971,prepaid,18-May,mastercard,Treutel and Sons,US,404243.9036,59209.48452,NA,0.088001348336,NA,37
567,rupee,Eveniet ipsam eos et,POS,credit,mastercard,2020-01-19,"Davis, Davis and Davis",WakeIsland,96898,19.28305626,-166.5997162,POS,Bank,US,HI,Volkman Greens,WakeIsland,HI,US,Bank,19.283055999999998,-166.59971999999999,0,NA,NA,NA,NA,NA,NA,NA,d6:c6:a8:2e:f1:51,47.52.0.242,safari,Windows,www.carlee-koss.co,business,6555.203692,0.532913468,Female,Married,High,Klocko Curve,868,Woodland,MS,US,39776,33.80661,-89.02556,prepaid,20-Jun,visa,Murray-Murray,US,892112.4303,34305.34243,NA,0.088001348336,NA,8.71479
1704.197019,pound,Debitis inventore in,MOBILE,credit,americanexpress,2020-12-20,McClure-McClure,Onego,26886,38.80171967,-79.45069885,ios,NoPOS,US,WV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0b:a0:11:21:f1:04,104.24.104.181,ie,Linux,www.obie-simonis.biz,regular,3129.031536,0.181946337,Female,Other,High,Florian Square,416,Lee,NH,US,3861,43.12314,-71.01145,credit,19-Jun,mastercard,"Beahan, Beahan and Beahan",US,156188.4982,46343.9861,NA,0.088001348336,NA,2242.723277
1324.589865,rupee,Labore sapiente fugi,POS,prepaid,mastercard,2020-10-20,Lueilwitz Group,Reynoldsburg,43069,39.95478439,-82.81211853,POS,Supermarket,US,OH,Ezra Creek,Reynoldsburg,OH,US,Supermarket,39.954783999999997,-82.812119999999993,0,Reid,windows,idea,Bigtax,-8.4136983000000001,-85.595134000000002,47.52.0.242,NA,NA,NA,NA,NA,regular,4286.227494,0.139682011,Male,Married,Very High,Anastacio Keys,172,RoundRock,TX,US,78665,30.508255,-97.678894,credit,20-Dec,mastercard,Schimmel and Sons,US,774293.2894,18335.35603,NA,0.088001348336,NA,20.35894622
1171.94585,dollar,Ducimus architecto v,WEB,debit,visa,2020-11-20,"Sporer, Sporer and Sporer",Norton,5907,44.98878098,-71.78843689,ie,NoPOS,US,VT,NA,NA,NA,NA,NA,NA,NA,0,Vernice,ubuntu,aircel,Lotstring,-15.791090000000001,15.478059,40.118.240.200,NA,NA,NA,NA,NA,business,7524.771925,0.379691937,Female,Married,Low,Marietta Mountain,918,Edmond,OK,US,73025,35.652832,-97.478096,debit,17-Nov,visa,"D'Amore, D'Amore and D'Amore",US,503469.6441,15352.55791,NA,0.088001348336,NA,1171.94585
1805.219676,dollar,Mollitia molestiae o,WEB,debit,visa,2020-01-19,Pfannerstill and Sons,Lee,3861,43.12313843,-71.01145172,opera,NoPOS,US,NH,NA,NA,NA,NA,NA,NA,NA,0,Greyson,firefox,aircel,Konklux,-43.029221999999997,129.73196999999999,40.118.240.200,NA,NA,NA,NA,NA,business,6549.566403,0.395297109,Female,Married,Low,Legros Throughway,861,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,20-Mar,mastercard,Fritsch-Fritsch,US,737600.6345,95529.9542,NA,0.088001348336,NA,1805.219676
3920.437058,rupee,Consequuntur fugit d,WEB,prepaid,americanexpress,2020-10-20,Schmeler-Schmeler,Georgetown,21930,39.39972305,-75.8741684,ub,NoPOS,US,MD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2b:4b:b8:02:30:aa,104.24.104.181,ie,Solaris,www.bret-johns.name,regular,3129.031536,0.181946337,Female,Other,High,Florian Square,416,Lee,NH,US,3861,43.12314,-71.01145,credit,19-Jun,mastercard,"Beahan, Beahan and Beahan",US,156188.4982,46343.9861,NA,0.088001348336,NA,60.25711758
2051.798784,rupee,Nesciunt et eum atqu,POS,debit,americanexpress,2020-03-21,Leuschke and Sons,Marana,85658,32.43673706,-111.2253799,POS,Other,US,AZ,Brendon Junctions,Marana,AZ,US,Other,32.436737000000001,-111.22538,0,Joanny,windows,idea,Konklux,-40.575758999999998,-13.895917000000001,40.118.240.200,NA,NA,NA,NA,NA,business,5420.129467,0.432556249,Female,Married,Very High,Weber Drive,347,Warroad,MN,US,56763,48.911144,-95.35384,credit,20-Oct,visa,"Marvin, Marvin and Marvin",US,657579.2871,17015.76821,NA,0.088001348336,NA,31.53614731
82,dollar,Autem fugiat maiores,WEB,credit,americanexpress,2020-01-21,Schaefer-Schaefer,Alta,83414,43.75388718,-111.0361099,firefox,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,6070.197159,0.244361242,Male,Married,Very High,Natalia Glens,760,Carolina,PR,US,988,18.402,-65.9782,prepaid,20-Feb,americanexpress,Mills and Sons,US,584119.8165,80573.26825,"Bins, Bins and Bins",0.307824554,Freida,82
140,dollar,Veniam explicabo max,MOBILE,credit,americanexpress,2020-11-20,"Bednar, Bednar and Bednar",WestFarmington,4992,44.66277695,-70.15583038,ubuntu,NoPOS,US,ME,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,5802.888108,0.437385206,Female,Other,Low,Wiegand Pike,224,Norton,VT,US,5907,44.98878,-71.78844,prepaid,18-Apr,mastercard,"Maggio, Maggio and Maggio",US,592911.5873,21297.53563,"Kuhic, Kuhic and Kuhic",0.432970652,Derick,140
75,dollar,Quia praesentium pra,MOBILE,credit,americanexpress,2020-01-21,Schaefer-Schaefer,Alta,83414,43.75388718,-111.0361099,windows,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,0,Albertha,firefox,vodaphone,Cardify,-86.098022,129.33645000000001,8.8.8.8,NA,NA,NA,NA,NA,regular,3023.125656,0.102753367,Female,Married,Low,Von Point,662,Lafayette,LA,US,70500,30.22409,-92.019844,prepaid,20-Feb,mastercard,Hauck-Hauck,US,617564.6375,5363.429352,NA,0.088001348336,NA,75
402,rupee,Rem quidem nisi faci,MOBILE,prepaid,visa,2020-04-22,"Kertzmann, Kertzmann and Kertzmann",Lafayette,70500,30.22409058,-92.01984406,symbian,NoPOS,US,LA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,5802.888108,0.437385206,Female,Other,Low,Wiegand Pike,224,Norton,VT,US,5907,44.98878,-71.78844,prepaid,18-Apr,mastercard,"Maggio, Maggio and Maggio",US,592911.5873,21297.53563,Jaskolski-Jaskolski,0.205092652,Eileen,6.17874
2093.154874,yen,Iure aperiam laborio,WEB,prepaid,americanexpress,2020-07-20,"Marquardt, Marquardt and Marquardt",Whitefish,59937,48.40399933,-114.3508606,firefox,NoPOS,US,MT,NA,NA,NA,NA,NA,NA,NA,0,Malachi,android,aircel,It,33.761014000000003,-14.49724,104.24.104.181,NA,NA,NA,NA,NA,regular,4455.359,0.511771774,Female,Married,High,Hansen Island,875,WestFarmington,ME,US,4992,44.662777,-70.15583,debit,17-Nov,mastercard,"Champlin, Champlin and Champlin",US,964402.3194,28605.4842,NA,0.088001348336,NA,18.38836557
52,rupee,Provident sequi volu,POS,prepaid,americanexpress,2020-06-21,"Rippin, Rippin and Rippin",NorthPort,34291,27.04422379,-82.23592377,POS,Bank,US,FL,Kuvalis Lock,NorthPort,FL,US,Bank,27.044224,-82.235919999999993,1,NA,NA,NA,NA,NA,NA,NA,82:9f:3b:61:da:2c,64.145.76.239,chrome,Linux,www.paula-dubuque.co,regular,7778.90066,0.491135588,Male,Other,Very High,Goyette Spur,695,WestFarmington,ME,US,4992,44.662777,-70.15583,prepaid,17-Nov,visa,Mraz and Sons,US,444468.6533,52862.13845,NA,0.088001348336,NA,0.79924
2594.688632,pound,Ea dicta odio quia e,POS,debit,americanexpress,2020-12-19,"Hoeger, Hoeger and Hoeger",NorthPort,34291,27.04422379,-82.23592377,POS,Other,US,FL,Morar Pike,NorthPort,FL,US,Other,27.044224,-82.235919999999993,0,NA,NA,NA,NA,NA,NA,NA,73:d0:a7:82:20:98,96.43.110.81,ub,Windows,www.perry-frami.org,regular,7825.878153,0.548388133,Female,Married,Low,Mayer Forge,478,Rolla,KS,US,67954,37.108883,-101.644684,credit,21-Mar,mastercard,Denesik-Denesik,US,644384.1197,26403.80081,NA,0.088001348336,NA,3414.610239
2661.320315,dollar,"Quam exercitationem ",MOBILE,debit,mastercard,2020-03-20,Fritsch-Fritsch,Spotsylvania,22551,38.20096588,-77.5891571,android,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5a:36:12:ee:a7:77,64.145.76.239,firefox,Solaris,www.zander-cormier.info,business,5270.760204,0.193462904,Male,Other,Low,Mitchel Knoll,710,NewBrunswick,NJ,US,8989,40.4502,-74.4804,debit,20-Dec,americanexpress,Padberg LLC,US,461885.2247,94368.69109,NA,0.088001348336,NA,2661.320315
1471.165222,rupee,Iste et ducimus dolo,WEB,debit,americanexpress,2020-12-20,Padberg LLC,NewBrunswick,8989,40.45019913,-74.48040009,opera,NoPOS,US,NJ,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,5911.889136,0.49571221,Male,Other,High,Leon Haven,450,Alta,WY,US,83414,43.753887,-111.03611,credit,22-Sep,mastercard,"Aufderhar, Aufderhar and Aufderhar",US,680343.0442,53168.97871,Rath-Rath,0.160883252,Abby,22.61180946
1581.326119,yen,Ea quis quae deserun,WEB,prepaid,visa,2020-04-18,"Simonis, Simonis and Simonis",Chicago,60290,41.85003281,-87.65005493,opera,NoPOS,US,IL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,19:65:d0:0f:dc:83,64.145.76.239,opera,MacOS,www.marilyne-rosenbaum.io,regular,4185.790677,0.275204147,Female,Unmarried,Low,Hartmann Ports,271,FortMill,SC,US,29707,35.00737,-80.945076,credit,19-May,americanexpress,"Hessel, Hessel and Hessel",US,846769.3268,34676.56383,NA,0.088001348336,NA,13.89194995
1956.746467,dollar,"Culpa sed quibusdam ",WEB,prepaid,americanexpress,2020-10-20,Schmeler-Schmeler,Georgetown,21930,39.39972305,-75.8741684,opera,NoPOS,US,MD,NA,NA,NA,NA,NA,NA,NA,0,Jedediah,ubuntu,jio,Sonair,-14.359855,161.03604999999999,157.240.0.36,NA,NA,NA,NA,NA,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,NA,0.088001348336,NA,1956.746467
580,yen,Fuga ipsum hic nesci,POS,prepaid,visa,2020-05-18,Langosh-Langosh,Sacramento,95811,38.58157349,-121.4944,POS,Bank,US,CA,Candice Ville,Sacramento,CA,US,Bank,38.581572999999999,-121.4944,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,5321.385597,0.5227962,Female,Unmarried,Very High,Danielle Trail,491,Lafayette,LA,US,70500,30.22409,-92.019844,prepaid,22-Apr,visa,"Kertzmann, Kertzmann and Kertzmann",US,377926.0031,83249.57916,"Kirlin, Kirlin and Kirlin",0.104701224,Otha,5.0953
305,yen,Ipsam accusantium na,WEB,credit,americanexpress,2020-12-21,Bartoletti-Bartoletti,York,36925,32.47276688,-88.26830292,chrome,NoPOS,US,AL,NA,NA,NA,NA,NA,NA,NA,0,Dominique,ubuntu,vodaphone,Prodder,-35.768695000000001,-145.02597,157.240.0.36,NA,NA,NA,NA,NA,priority,6425.02769,0.511596457,Female,Other,High,Lane Route,431,Alta,WY,US,83414,43.753887,-111.03611,prepaid,18-May,visa,Langosh-Langosh,US,603648.6382,30512.46433,NA,0.088001348336,NA,2.679425
1730.368916,dollar,Eius ut ut reprehend,POS,debit,visa,2020-11-17,"D'Amore, D'Amore and D'Amore",Georgetown,21930,39.39972305,-75.8741684,POS,Supermarket,US,MD,Hagenes Plaza,Georgetown,MD,US,Supermarket,39.399723000000002,-75.874170000000007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,7854.367137,0.043482711,Female,Married,Very High,Halvorson Neck,537,Rolla,KS,US,67954,37.108883,-101.644684,debit,21-Dec,mastercard,"Schulist, Schulist and Schulist",US,924819.3051,86786.17818,"Kub, Kub and Kub",0.327108209,Hector,1730.368916
575,dollar,Eveniet qui consequa,WEB,debit,visa,2020-01-19,Pfannerstill and Sons,Lee,3861,43.12313843,-71.01145172,chrome,NoPOS,US,NH,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,f0:8b:5b:08:84:28,47.52.0.242,firefox,Solaris,www.orpha-daniel.net,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,NA,0.088001348336,NA,575
2093.09454,pound,Perferendis nam veli,MOBILE,debit,americanexpress,2020-12-20,Padberg LLC,NewBrunswick,8989,40.45019913,-74.48040009,symbian,NoPOS,US,NJ,NA,NA,NA,NA,NA,NA,NA,0,Ayden,ubuntu,idea,Cardify,-13.277540999999999,-9.0519072000000005,104.24.104.181,NA,NA,NA,NA,NA,partner,7320.64121,0.209261037,Male,Unmarried,Low,Kenny Roads,87,Alta,WY,US,83414,43.753887,-111.03611,debit,20-Dec,mastercard,Jenkins-Jenkins,US,819058.4139,71670.24459,NA,0.088001348336,NA,2754.512414
3433.733289,yen,Doloribus autem quam,MOBILE,prepaid,visa,2020-05-18,Langosh-Langosh,Alta,83414,43.75388718,-111.0361099,firefox,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,1,Eda,symbian,aircel,Solarbreeze,71.718740999999994,-90.729821000000001,104.24.104.181,NA,NA,NA,NA,NA,business,6496.270424,0.03796213,Female,Married,High,Rudy Parks,123,Warne,NC,US,28909,35.002438,-83.90454,debit,17-Nov,visa,"Nicolas, Nicolas and Nicolas",US,348444.6627,75219.93693,NA,0.088001348336,NA,30.16534694
281,pound,"Tenetur sint et sed ",MOBILE,prepaid,mastercard,2020-04-19,Crist Inc,Davenport,52809,41.52099991,-90.58650208,windows,NoPOS,US,IA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,3346.835525,0.434971812,Female,Unmarried,Low,Bernhard Island,48,Woodside,DE,US,19980,39.07139,-75.56861,prepaid,21-Oct,americanexpress,Kub-Kub,US,550433.122,22763.65497,Oberbrunner-Oberbrunner,0.446254705,Adam,369.796
1376.44078,yen,Maiores ea quidem qu,POS,debit,visa,2020-11-20,"Sporer, Sporer and Sporer",Whitefish,59937,48.40399933,-114.3508606,POS,Supermarket,US,MT,Waelchi Inlet,Whitefish,MT,US,Supermarket,48.404000000000003,-114.35086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,4449.603677,0.025911201,Female,Married,High,Dicki Crossing,430,Alta,WY,US,83414,43.753887,-111.03611,credit,21-Jan,americanexpress,Schaefer-Schaefer,US,230341.4648,91509.67271,Nitzsche-Nitzsche,0.505769941,Dario,12.09203225
